,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),month,day,Final_Hour
25370,21.0,4.5,22.308096,73.167753,22.328096,73.187753,5.0,4,0,4,3,1.0,0,3.0,15,3,21,10
25371,24.0,4.7,23.416792,85.316842,23.496792,85.396842,1.0,3,1,1,3,1.0,0,3.0,20,3,31,18
25372,33.0,4.7,19.254567,72.848923,19.264567,72.858923,6.0,2,0,2,3,1.0,0,,20,3,28,11
25373,25.0,4.1,21.186608,72.794136,21.276608,72.884136,4.0,1,2,3,3,1.0,0,3.0,32,4,6,17
25374,33.0,4.1,21.149569,72.772697,21.199569,72.822697,5.0,1,0,1,3,1.0,0,3.0,34,3,13,21
25375,24.0,4.7,18.55144,73.804855,18.58144,73.834855,5.0,1,0,1,3,1.0,0,3.0,24,3,19,21
25376,30.0,4.8,0.0,0.0,0.03,0.03,6.0,1,2,4,1,1.0,0,3.0,20,4,5,21
25377,39.0,4.6,22.751857,75.866699,22.781857,75.896699,1.0,1,2,2,2,1.0,0,3.0,32,4,5,17
25378,39.0,4.5,12.975996,80.221898,12.995996,80.241898,5.0,4,2,3,1,1.0,0,3.0,17,3,11,9
25379,29.0,4.9,30.346994,78.062543,30.486994,78.202543,2.0,1,2,2,3,0.0,0,,17,2,12,20
25380,29.0,4.8,12.972532,77.608179,13.082532,77.718179,,1,2,1,3,0.0,0,3.0,19,3,10,21
25381,28.0,4.8,0.0,0.0,0.04,0.04,6.0,2,2,4,2,1.0,0,3.0,15,3,15,12
25382,31.0,4.5,11.026117,76.944652,11.106117,77.024652,2.0,3,1,3,3,1.0,0,3.0,21,3,16,18
25383,32.0,4.8,23.354422,85.3329,23.404422,85.3829,1.0,1,2,1,1,1.0,0,,27,3,24,21
25384,35.0,4.1,18.994237,72.825553,19.064237,72.895553,5.0,4,0,2,3,1.0,0,3.0,42,3,31,22
25385,33.0,4.5,26.849596,75.800512,26.879596,75.830512,,3,2,3,1,1.0,0,3.0,28,3,3,18
25386,30.0,4.5,12.934365,77.616155,13.014365,77.696155,2.0,4,0,4,3,1.0,0,3.0,21,3,12,23
25387,25.0,4.7,19.103249,72.846749,19.173249,72.916749,1.0,1,0,4,3,1.0,0,3.0,34,3,10,19
25388,39.0,4.8,26.891191,75.802083,26.941191,75.852083,,1,2,2,3,0.0,0,3.0,28,3,11,21
25389,37.0,4.2,9.985497,76.276999,10.055497,76.346999,,3,2,3,1,1.0,0,3.0,38,2,14,17
25390,25.0,4.9,19.065838,72.832658,19.105838,72.872658,1.0,3,1,2,3,1.0,0,,27,3,24,16
25391,29.0,4.4,18.56245,73.916619,18.57245,73.926619,2.0,4,0,1,3,1.0,0,3.0,24,3,28,10
25392,23.0,4.9,19.12663,72.829976,19.14663,72.849976,5.0,2,2,4,2,1.0,0,3.0,27,3,7,12
25393,25.0,4.7,12.297954,76.665169,12.327954,76.695169,5.0,1,0,4,3,1.0,0,3.0,25,3,30,19
25394,31.0,4.6,12.970221,77.645396,13.020221,77.695396,2.0,4,2,2,2,0.0,0,3.0,20,3,15,24
25395,22.0,4.8,12.321214,76.621094,12.351214,76.651094,5.0,1,0,2,3,1.0,0,3.0,27,3,3,9
25396,26.0,4.8,13.02978,80.208812,13.06978,80.248812,,3,1,4,3,1.0,0,,20,3,3,16
25397,30.0,4.7,21.160522,72.771477,21.200522,72.811477,1.0,3,0,1,3,1.0,0,3.0,30,3,19,16
25398,34.0,4.3,15.585658,73.743606,15.655658,73.813606,1.0,3,1,4,2,2.0,0,3.0,39,2,18,18
25399,24.0,4.9,17.430448,78.418213,17.470448,78.458213,6.0,2,2,1,2,1.0,0,3.0,15,3,19,13
25400,36.0,4.6,12.913041,77.683237,12.953041,77.723237,2.0,2,1,1,2,1.0,0,3.0,33,3,11,12
25401,28.0,4.7,19.1093,72.825451,19.1793,72.895451,2.0,1,2,4,3,0.0,0,,24,3,29,19
25402,35.0,4.5,17.451976,78.385883,17.491976,78.425883,4.0,2,0,4,3,0.0,0,3.0,28,3,21,14
25403,37.0,4.9,22.538999,88.322337,22.578999,88.362337,1.0,3,0,2,3,1.0,0,3.0,29,2,13,16
25404,26.0,4.8,12.284747,76.625861,12.374747,76.715861,1.0,4,1,3,2,1.0,0,,15,3,18,22
25405,37.0,4.0,12.913041,77.683237,12.963041,77.733237,1.0,1,0,2,3,1.0,0,3.0,47,3,9,21
25406,30.0,4.7,12.297954,76.665169,12.307954,76.675169,4.0,4,2,4,2,1.0,0,3.0,18,3,13,10
25407,30.0,4.7,12.975377,77.696664,12.995377,77.716664,1.0,4,1,3,2,1.0,0,,20,4,1,10
25408,35.0,4.6,17.431668,78.408321,17.481668,78.458321,4.0,4,0,4,3,1.0,0,3.0,24,3,3,22
25409,39.0,4.4,21.186608,72.794136,21.266608,72.874136,6.0,1,0,1,3,0.0,0,,39,3,16,22
25410,30.0,4.6,23.357804,85.325146,23.437804,85.405146,4.0,1,0,4,3,2.0,0,,52,3,16,20
25411,37.0,4.5,19.120083,72.907385,19.210083,72.997385,1.0,4,2,4,3,1.0,0,,24,3,27,23
25412,25.0,4.5,12.935662,77.61413,12.985662,77.66413,,1,0,2,3,1.0,0,3.0,29,4,1,19
25413,39.0,4.2,12.933298,77.614293,12.973298,77.654293,1.0,2,0,3,3,2.0,0,3.0,39,3,3,13
25414,34.0,4.8,19.879631,75.323403,19.919631,75.363403,,3,1,2,3,1.0,0,3.0,34,2,11,16
25415,38.0,4.1,11.024839,77.007003,11.034839,77.017003,1.0,4,0,4,3,1.0,0,3.0,31,3,21,10
25416,39.0,5.0,18.516216,73.842527,18.596216,73.922527,2.0,3,0,1,3,1.0,0,3.0,40,3,4,17
25417,27.0,4.9,11.026117,76.944652,11.096117,77.014652,5.0,1,0,3,3,1.0,0,3.0,48,3,4,19
25418,28.0,4.2,12.970221,77.645396,12.980221,77.655396,1.0,4,0,4,3,1.0,0,3.0,28,3,24,9
25419,37.0,4.7,12.906229,77.596791,12.926229,77.616791,5.0,4,1,4,3,0.0,0,3.0,18,4,3,9
25420,31.0,4.8,0.0,0.0,0.01,0.01,5.0,4,0,1,3,0.0,0,3.0,28,3,17,10
25421,28.0,4.5,18.520016,73.830547,18.540016,73.850547,4.0,2,1,1,3,1.0,0,3.0,24,3,3,11
25422,22.0,4.7,19.003517,72.82765,19.013517,72.83765,,2,1,2,2,1.0,0,3.0,27,3,1,11
25423,32.0,4.2,12.284747,76.625861,12.334747,76.675861,1.0,1,2,2,1,1.0,0,3.0,33,3,9,21
25424,21.0,5.0,0.0,0.0,0.11,0.11,6.0,1,0,2,3,1.0,0,,15,3,12,20
25425,23.0,5.0,18.593481,73.785901,18.633481,73.825901,6.0,3,1,1,3,1.0,0,3.0,10,3,15,16
25426,24.0,4.9,26.910262,75.783013,27.040262,75.913013,6.0,4,0,2,3,0.0,0,3.0,26,3,23,19
25427,31.0,4.7,12.933284,77.615428,13.063284,77.745428,5.0,1,1,3,3,1.0,0,3.0,41,3,10,21
25428,29.0,4.7,30.89286,75.822199,30.93286,75.862199,4.0,3,2,1,1,0.0,0,3.0,17,2,11,15
25429,25.0,4.9,0.0,0.0,0.07,0.07,5.0,1,0,1,3,2.0,0,3.0,38,3,31,19
25430,36.0,4.6,30.359722,78.067079,30.449722,78.157079,6.0,1,1,2,3,0.0,0,3.0,30,2,12,19
25431,25.0,4.7,0.0,0.0,0.04,0.04,5.0,3,0,1,3,1.0,0,3.0,21,3,7,15
25432,27.0,4.6,22.311844,73.165081,22.351844,73.205081,2.0,3,0,2,3,0.0,0,3.0,14,3,1,17
25433,25.0,4.6,13.02978,80.208812,13.05978,80.238812,1.0,3,0,3,3,1.0,0,3.0,14,3,5,17
25434,32.0,4.1,13.066762,80.251865,13.106762,80.291865,2.0,3,2,2,2,1.0,0,,32,3,21,15
25435,21.0,4.7,22.31279,73.170283,22.39279,73.250283,6.0,3,0,2,3,1.0,0,3.0,28,3,8,17
25436,24.0,4.6,26.956431,75.776649,26.996431,75.816649,1.0,2,1,2,2,1.0,0,3.0,26,3,1,14
25437,21.0,4.7,11.022298,76.998349,11.042298,77.018349,2.0,4,1,2,2,1.0,0,3.0,18,3,11,9
25438,23.0,4.9,19.176269,72.836721,19.196269,72.856721,6.0,4,0,2,3,1.0,0,,17,3,26,10
25439,33.0,4.9,13.066762,80.251865,13.196762,80.381865,4.0,1,1,2,3,2.0,0,3.0,41,3,10,19
25440,29.0,4.7,22.552672,88.352885,22.582672,88.382885,5.0,4,2,4,2,0.0,0,3.0,16,2,11,22
25441,39.0,4.8,18.533811,73.899315,18.613811,73.979315,,4,2,3,3,1.0,0,3.0,15,3,27,23
25442,27.0,4.7,23.234631,77.401663,23.284631,77.451663,2.0,1,2,3,2,0.0,0,3.0,28,2,11,21
25443,21.0,4.7,0.0,0.0,0.11,0.11,6.0,3,2,1,2,1.0,0,,17,2,14,19
25444,27.0,4.5,30.895204,75.822103,30.985204,75.912103,2.0,1,2,1,3,1.0,0,,21,2,12,20
25445,24.0,4.7,12.284747,76.625861,12.344747,76.685861,4.0,4,0,4,3,1.0,0,3.0,21,3,15,23
25446,30.0,4.7,21.15276,72.778059,21.17276,72.798059,6.0,2,0,4,3,1.0,0,3.0,21,4,3,11
25447,35.0,4.9,23.357804,85.325146,23.397804,85.365146,5.0,2,2,4,2,0.0,0,3.0,29,3,26,14
25448,22.0,4.9,17.430448,78.418213,17.520448,78.508213,1.0,1,1,3,2,1.0,0,,16,3,20,19
25449,32.0,3.6,18.592718,73.773572,18.672718,73.853572,1.0,1,2,1,1,1.0,1,3.0,43,3,6,19
25450,30.0,3.6,26.902328,75.794257,26.992328,75.884257,1.0,1,2,4,2,0.0,0,3.0,33,4,6,21
25451,36.0,4.0,12.949934,77.699386,12.979934,77.729386,5.0,1,1,2,2,0.0,0,3.0,34,3,28,21
25452,31.0,4.7,0.0,0.0,0.05,0.05,5.0,1,0,4,3,1.0,0,3.0,34,3,17,21
25453,21.0,4.9,0.0,0.0,0.07,0.07,1.0,4,0,2,3,1.0,0,,19,3,29,21
25454,30.0,4.7,0.0,0.0,0.08,0.08,2.0,3,2,1,2,1.0,0,,20,3,6,18
25455,34.0,5.0,13.044694,80.26147,13.124694,80.34147,2.0,1,0,3,3,1.0,0,3.0,42,3,12,20
25456,34.0,4.9,11.003681,76.975525,11.053681,77.025525,4.0,4,2,3,3,1.0,0,,19,3,30,1
25457,38.0,4.6,11.000762,76.981876,11.050762,77.031876,6.0,3,2,1,2,1.0,0,3.0,22,3,11,17
25458,20.0,4.6,25.449659,81.839744,25.469659,81.859744,6.0,4,0,2,3,0.0,0,,11,2,17,9
25459,20.0,4.9,11.022169,76.999594,11.032169,77.009594,1.0,4,1,4,2,0.0,0,,10,4,1,8
25460,22.0,4.9,17.426228,78.407495,17.476228,78.457495,2.0,1,1,2,2,0.0,0,3.0,11,3,17,20
25461,32.0,4.8,19.207222,72.972281,19.247222,73.012281,2.0,2,1,2,2,1.0,0,3.0,25,3,7,14
25462,30.0,4.4,11.001753,76.986241,11.131753,77.116241,4.0,3,2,1,3,1.0,0,3.0,35,3,16,18
25463,27.0,5.0,11.02091,76.940432,11.10091,77.020432,4.0,1,2,3,2,2.0,0,3.0,39,3,10,22
25464,26.0,4.9,22.745536,75.893106,22.875536,76.023106,,1,0,2,3,1.0,0,3.0,27,4,4,20
25465,37.0,4.7,23.374989,85.335486,23.404989,85.365486,5.0,1,2,3,3,1.0,0,3.0,37,3,11,20
25466,25.0,4.8,12.975996,80.221898,12.995996,80.241898,5.0,2,2,4,2,1.0,0,3.0,30,3,28,11
25467,25.0,4.7,25.449659,81.839744,25.589659,81.979744,,1,1,2,2,0.0,0,,18,2,16,21
25468,26.0,5.0,21.175975,72.795503,21.205975,72.825503,1.0,1,0,4,3,1.0,0,3.0,30,3,17,22
25469,30.0,4.7,-12.352058,76.60665,12.382058,76.63665,4.0,1,0,2,3,1.0,0,3.0,29,3,26,20
25470,31.0,4.3,21.149834,72.778666,21.209834,72.838666,1.0,3,2,3,2,1.0,0,3.0,34,3,1,18
25473,33.0,4.7,22.308096,73.167753,22.438096,73.297753,5.0,3,0,2,3,2.0,0,3.0,44,3,23,17
25474,20.0,4.6,19.091458,72.827808,19.101458,72.837808,,4,2,2,3,1.0,0,,12,3,9,9
25475,20.0,4.9,26.473698,80.352677,26.513698,80.392677,1.0,3,0,3,3,1.0,0,,28,2,17,16
25476,21.0,4.5,18.569156,73.774723,18.599156,73.804723,1.0,3,0,1,3,0.0,0,3.0,19,3,24,17
25477,26.0,4.9,22.538999,88.322337,22.648999,88.432337,1.0,4,1,2,3,0.0,0,3.0,19,2,16,23
25478,35.0,4.1,13.026286,80.275235,13.156286,80.405235,5.0,4,0,3,3,0.0,0,,39,3,2,23
25479,32.0,4.2,12.98041,77.640489,13.00041,77.660489,,2,0,4,3,1.0,0,3.0,32,3,24,11
25480,28.0,4.9,23.214459,77.434976,23.234459,77.454976,6.0,2,2,1,1,0.0,0,3.0,18,2,17,12
25481,30.0,4.4,18.546258,73.904337,18.596258,73.954337,,3,1,3,2,1.0,0,3.0,32,3,26,18
25482,32.0,4.5,23.39925,85.390464,23.40925,85.400464,5.0,4,0,2,3,0.0,0,3.0,25,4,5,8
25483,37.0,4.1,21.149834,72.778666,21.259834,72.888666,4.0,4,2,2,1,0.0,0,3.0,32,3,10,22
25484,30.0,4.6,19.876994,75.372353,19.986994,75.482353,5.0,3,1,3,3,1.0,0,3.0,30,2,14,17
25485,21.0,4.6,19.876106,75.340775,19.946106,75.410775,1.0,4,1,1,3,1.0,0,3.0,18,2,18,23
25486,39.0,5.0,19.178321,72.834715,19.218321,72.874715,6.0,3,0,1,3,1.0,0,3.0,28,3,5,15
25487,35.0,5.0,12.972793,80.249982,13.022793,80.299982,,4,2,1,3,1.0,0,3.0,29,3,1,23
25488,30.0,4.5,13.086438,80.220672,13.216439,80.350672,6.0,1,2,1,1,1.0,0,,27,3,25,21
25489,27.0,4.7,18.543626,73.905101,18.553626,73.915101,4.0,4,0,1,3,1.0,0,3.0,22,3,19,10
25490,25.0,4.6,12.325461,76.632278,12.395461,76.702278,2.0,4,0,2,3,1.0,0,,23,3,2,23
25491,34.0,4.7,17.438263,78.397865,17.498263,78.457865,4.0,3,0,2,3,1.0,0,3.0,32,4,5,17
25492,24.0,4.7,23.234249,77.434007,23.314249,77.514007,4.0,3,2,1,1,1.0,0,3.0,33,2,12,18
25493,34.0,4.7,22.753839,75.897429,22.803839,75.947429,6.0,1,1,4,3,0.0,0,3.0,19,3,5,19
25494,25.0,4.8,30.359722,78.067079,30.399722,78.107079,5.0,2,2,1,3,0.0,0,3.0,21,2,15,12
25495,23.0,4.8,15.157944,73.950889,15.227944,74.020889,2.0,3,1,1,2,1.0,0,,18,2,16,17
25496,30.0,4.3,13.064181,80.236442,13.174181,80.346442,2.0,1,1,1,3,1.0,0,3.0,34,3,20,21
25497,30.0,4.7,15.544419,73.755736,15.654419,73.865736,2.0,1,1,1,2,1.0,0,3.0,34,2,16,21
25498,33.0,4.8,26.911378,75.789034,26.951378,75.829034,5.0,2,1,2,3,0.0,0,3.0,35,3,21,18
25499,25.0,4.6,17.41233,78.449654,17.47233,78.509654,1.0,1,0,4,3,1.0,0,3.0,34,3,15,10
25500,26.0,4.5,18.536562,73.896485,18.596562,73.956485,2.0,4,2,4,1,0.0,0,,19,3,30,23
25501,35.0,4.9,17.431668,78.408321,17.561668,78.538321,6.0,4,1,2,2,0.0,0,3.0,19,3,14,23
25502,34.0,4.7,22.310237,73.158921,22.400237,73.248921,2.0,1,2,1,2,0.0,0,3.0,27,3,25,20
25503,36.0,3.7,26.892312,75.806896,27.002312,75.916896,1.0,1,2,3,2,1.0,1,3.0,43,3,10,21
25504,29.0,4.3,13.029198,77.570997,13.119198,77.660997,1.0,3,0,2,3,1.0,0,,31,3,12,18
25505,28.0,4.6,12.975996,80.221898,13.025996,80.271898,4.0,4,0,2,3,1.0,0,3.0,21,3,19,23
25506,24.0,5.0,12.323978,76.627961,12.383978,76.687961,1.0,3,2,4,1,0.0,0,3.0,23,3,28,17
25507,39.0,4.9,26.892312,75.806896,26.902313,75.816896,6.0,2,1,4,2,0.0,0,3.0,20,3,17,12
25508,33.0,4.7,18.546947,73.900626,18.616947,73.970626,5.0,1,0,3,3,2.0,0,3.0,46,3,10,18
25509,33.0,4.3,0.0,0.0,0.02,0.02,1.0,2,0,1,3,1.0,0,3.0,48,3,13,11
25510,35.0,4.0,21.157735,72.768778,21.227735,72.838778,5.0,1,2,2,1,0.0,0,3.0,39,4,6,20
25511,29.0,5.0,22.53796,88.349843,22.54796,88.359843,1.0,4,2,1,3,0.0,0,,12,2,17,10
25512,37.0,4.5,0.0,0.0,0.05,0.05,5.0,1,1,1,3,1.0,0,3.0,29,3,1,20
25513,26.0,4.7,19.178321,72.834715,19.188321,72.844715,2.0,2,2,1,2,1.0,0,,14,4,5,12
25514,30.0,4.6,12.284747,76.625861,12.334747,76.675861,2.0,4,1,3,2,1.0,0,3.0,28,3,5,22
25515,23.0,4.4,23.266261,77.379605,23.276261,77.389605,2.0,4,0,3,3,1.0,0,3.0,24,2,17,8
25516,33.0,4.7,18.533811,73.899315,18.643811,74.009315,,1,0,2,3,1.0,0,3.0,36,3,16,21
25517,24.0,4.5,13.054347,80.257221,13.074347,80.277221,4.0,4,1,4,3,0.0,0,3.0,12,3,28,11
25518,27.0,4.8,22.751234,75.88949,22.841234,75.97949,6.0,3,0,4,3,1.0,0,3.0,18,4,4,17
25519,30.0,4.5,9.966783,76.242981,10.056783,76.332981,5.0,4,1,1,3,1.0,0,3.0,29,2,12,23
25520,20.0,5.0,18.530963,73.828972,18.540963,73.838972,6.0,4,2,1,1,1.0,0,3.0,23,3,7,10
25521,22.0,4.8,30.902872,75.826808,30.962872,75.886808,1.0,1,0,3,3,0.0,0,3.0,28,2,15,19
25522,20.0,4.7,21.170096,72.789122,21.260096,72.879122,4.0,3,1,2,2,0.0,0,3.0,26,4,2,18
25523,21.0,4.7,0.0,0.0,0.07,0.07,4.0,1,1,2,2,2.0,0,3.0,41,2,12,19
25524,35.0,4.8,18.543626,73.905101,18.633626,73.995101,2.0,4,1,3,2,1.0,0,,29,3,23,22
25525,26.0,4.6,27.165108,78.015053,27.215108,78.065053,4.0,1,2,4,1,0.0,0,3.0,30,2,11,21
25526,39.0,4.8,21.185047,72.80859,21.295047,72.91859,4.0,1,0,2,3,1.0,1,3.0,44,3,12,20
25527,36.0,4.9,12.352058,76.60665,12.422058,76.67665,6.0,1,1,2,3,0.0,0,3.0,25,3,16,20
25528,23.0,4.5,18.994237,72.825553,19.084237,72.915553,2.0,3,0,4,3,1.0,0,,20,3,25,18
25529,25.0,4.9,11.021278,76.995017,11.101278,77.075017,5.0,4,2,3,2,0.0,0,3.0,23,3,6,23
25530,34.0,5.0,21.15276,72.778059,21.22276,72.848059,4.0,3,0,1,3,1.0,0,,37,3,27,18
25531,29.0,4.4,18.536562,73.896485,18.626562,73.986485,4.0,1,1,3,2,1.0,0,3.0,44,3,2,21
25532,30.0,4.6,22.722634,75.886959,22.772634,75.936959,,3,2,4,2,0.0,0,3.0,34,3,15,17
25533,34.0,4.6,18.636215,73.751081,18.726215,73.841081,,1,0,2,3,0.0,1,3.0,53,3,2,20
25534,23.0,5.0,18.994237,72.825553,19.064237,72.895553,6.0,3,1,3,2,0.0,0,3.0,16,4,6,17
25535,31.0,4.8,12.323225,76.630028,12.333225,76.640028,6.0,4,1,4,3,0.0,0,,11,3,28,10
25536,22.0,4.6,11.021278,76.995017,11.051278,77.025017,4.0,4,0,3,3,1.0,0,,17,3,30,20
25537,35.0,3.7,12.323225,76.630028,12.393225,76.700028,5.0,4,1,2,2,1.0,0,3.0,31,4,4,23
25538,27.0,4.1,25.454697,81.834492,25.584697,81.964492,1.0,3,0,4,3,1.0,0,3.0,33,2,16,17
25539,24.0,4.9,23.351058,85.325731,23.441058,85.415731,4.0,4,2,3,2,1.0,0,3.0,20,3,6,23
25540,21.0,4.1,17.438263,78.397865,17.508263,78.467865,5.0,1,2,1,2,0.0,0,3.0,37,3,25,19
25541,33.0,4.8,11.022477,76.995667,11.072477,77.045667,,1,2,2,2,1.0,0,3.0,26,3,15,8
25542,38.0,4.0,10.027014,76.308053,10.037014,76.318053,,2,0,4,3,2.0,0,3.0,45,2,15,23
25544,23.0,4.9,19.888716,75.321461,19.898716,75.331461,2.0,4,2,1,2,1.0,0,,16,2,13,9
25545,21.0,5.0,12.972793,80.249982,13.002793,80.279982,1.0,1,0,1,3,0.0,0,3.0,33,3,5,20
25546,22.0,4.9,11.021278,76.995017,11.111278,77.085017,4.0,1,1,3,3,1.0,0,3.0,34,3,2,21
25547,39.0,4.2,25.451517,81.832616,25.481517,81.862616,,4,0,2,3,1.0,0,3.0,34,2,17,23
25548,22.0,4.8,0.0,0.0,0.11,0.11,1.0,3,0,2,3,1.0,0,,23,2,14,17
25549,33.0,4.6,27.165108,78.015053,27.225108,78.075053,6.0,1,1,2,2,0.0,0,3.0,21,2,15,21
25550,21.0,4.7,13.058616,80.264151,13.068616,80.274151,,2,2,2,1,0.0,0,3.0,23,3,19,21
25551,27.0,4.7,22.551084,88.354127,22.641084,88.444127,6.0,1,0,2,3,1.0,0,3.0,20,2,18,21
25552,30.0,4.9,26.479108,80.315042,26.569108,80.405042,4.0,3,2,3,2,1.0,1,3.0,44,2,12,17
25553,28.0,5.0,0.0,0.0,0.02,0.02,6.0,4,2,3,2,1.0,0,,24,2,17,8
25554,30.0,4.8,11.000762,76.981876,11.060762,77.041876,2.0,1,2,3,2,0.0,0,3.0,28,3,11,20
25555,25.0,4.5,22.728163,75.884212,22.808163,75.964212,2.0,4,0,1,3,0.0,0,3.0,17,3,14,23
25556,39.0,3.6,22.761593,75.886362,22.891593,76.016362,1.0,1,2,2,1,1.0,0,3.0,43,3,6,20
25557,26.0,4.0,18.927584,72.832585,19.017584,72.922585,1.0,1,0,2,3,1.0,0,3.0,37,3,2,21
25558,21.0,4.8,18.994049,72.825203,19.104049,72.935203,5.0,4,2,4,2,0.0,0,3.0,25,3,29,23
25559,37.0,4.3,0.0,0.0,0.03,0.03,4.0,1,1,4,2,0.0,0,3.0,37,2,15,20
25560,38.0,4.8,23.374989,85.335486,23.504989,85.465486,6.0,4,0,4,3,0.0,0,3.0,28,4,2,23
25561,32.0,4.8,18.53408,73.89852,18.56408,73.92852,4.0,4,2,3,1,1.0,0,,18,3,11,22
25562,26.0,4.7,12.978453,77.643685,13.108453,77.773685,5.0,3,0,1,3,2.0,0,3.0,35,3,10,18
25563,26.0,4.1,17.431477,78.40035,17.461477,78.43035,1.0,4,0,4,3,1.0,0,3.0,25,3,13,23
25564,33.0,4.8,26.911378,75.789034,27.041378,75.919034,6.0,1,0,1,3,1.0,0,,31,3,16,21
25565,27.0,4.0,21.157729,72.768726,21.177729,72.788726,1.0,4,0,1,3,1.0,0,,16,3,7,8
25566,33.0,4.8,18.530963,73.828972,18.550963,73.848972,6.0,4,1,3,2,1.0,0,,17,3,1,8
25567,26.0,5.0,19.254567,72.848923,19.274567,72.868923,5.0,4,0,3,3,1.0,0,,18,3,28,8
25568,24.0,4.6,22.751234,75.88949,22.791234,75.92949,2.0,3,0,4,3,0.0,0,,20,4,5,16
25569,24.0,4.2,12.311072,76.654878,12.401072,76.744878,4.0,3,2,1,1,1.0,0,3.0,31,3,16,22
25570,34.0,4.5,22.745049,75.892471,22.795049,75.942471,5.0,3,1,4,2,1.0,0,3.0,16,3,24,18
25572,37.0,4.8,12.323978,76.627961,12.383978,76.687961,5.0,3,2,1,2,1.0,0,,15,3,15,18
25573,25.0,4.4,22.728163,75.884212,22.818163,75.974212,5.0,1,1,2,3,1.0,0,3.0,40,3,16,20
25574,37.0,4.0,25.449872,81.836167,25.539872,81.926167,4.0,3,1,2,3,0.0,0,3.0,34,2,18,18
25575,29.0,4.7,21.173493,72.801953,21.183493,72.811953,5.0,4,0,1,3,1.0,0,3.0,21,3,9,10
25577,35.0,5.0,0.0,0.0,0.01,0.01,5.0,2,2,3,1,1.0,0,3.0,28,3,28,11
25578,23.0,4.6,11.022298,76.998349,11.152298,77.128349,4.0,4,0,4,3,0.0,0,,21,3,20,22
25579,37.0,4.1,11.003008,76.97544,11.043008,77.01544,5.0,2,0,1,3,1.0,0,3.0,33,4,1,14
25580,39.0,4.6,27.16185,78.040165,27.25185,78.130165,6.0,4,2,3,2,1.0,0,3.0,21,2,18,22
25581,32.0,4.5,18.51421,73.838429,18.56421,73.888429,1.0,1,1,4,3,0.0,0,3.0,30,4,5,20
25582,27.0,4.7,17.483216,78.552111,17.613216,78.682111,2.0,3,1,1,3,1.0,0,3.0,22,3,8,18
25583,31.0,3.5,11.001852,76.976268,11.071852,77.046268,1.0,1,2,1,2,1.0,1,3.0,39,3,8,21
25584,35.0,4.6,10.020683,76.310631,10.050683,76.340631,1.0,1,0,4,3,1.0,0,3.0,45,2,15,19
25585,20.0,4.8,21.149569,72.772697,21.239569,72.862697,2.0,4,0,1,3,1.0,0,3.0,18,3,14,23
25586,38.0,4.2,18.536562,73.896485,18.596562,73.956485,4.0,1,0,1,3,2.0,0,3.0,34,3,3,20
25587,26.0,4.9,21.183434,72.814492,21.263434,72.894492,2.0,1,1,4,3,0.0,0,3.0,22,3,8,21
25588,21.0,4.6,17.428294,78.404423,17.558294,78.534423,4.0,4,1,1,2,1.0,0,3.0,29,3,4,22
25589,33.0,4.5,22.311844,73.165081,22.421844,73.275081,6.0,3,2,1,2,1.0,0,3.0,26,3,14,17
25590,39.0,4.3,12.297954,76.665169,12.307954,76.675169,1.0,4,0,2,3,1.0,0,3.0,34,3,11,11
25591,20.0,5.0,11.024839,77.007003,11.154839,77.137003,4.0,1,0,2,3,1.0,0,,39,3,8,19
25592,26.0,4.6,18.994237,72.825553,19.104237,72.935553,1.0,4,0,1,3,0.0,0,,18,4,6,23
25593,26.0,5.0,22.311358,73.164798,22.401358,73.254798,5.0,1,0,4,3,2.0,0,3.0,37,3,20,20
25594,38.0,4.1,19.003517,72.82765,19.063517,72.88765,,4,0,1,3,1.0,0,3.0,23,3,21,22
25595,37.0,4.8,17.410371,78.437225,17.500371,78.527225,2.0,3,2,1,2,1.0,0,,29,3,16,17
25596,29.0,4.6,23.416792,85.316842,23.446792,85.346842,,1,0,2,3,1.0,0,3.0,18,4,1,21
25597,37.0,4.9,23.351489,85.324253,23.481489,85.454253,5.0,4,0,4,3,2.0,0,3.0,41,3,12,23
25598,25.0,4.8,21.15276,72.778059,21.22276,72.848059,5.0,3,0,4,3,0.0,0,3.0,36,3,29,19
25599,34.0,5.0,18.569156,73.774723,18.609156,73.814723,4.0,2,0,4,3,1.0,0,3.0,30,3,30,12
25600,30.0,4.7,19.103249,72.846749,19.133249,72.876749,,4,1,2,2,1.0,0,3.0,29,4,5,22
25601,35.0,4.4,25.454697,81.834492,25.544697,81.924492,4.0,4,1,4,3,1.0,0,3.0,32,2,18,23
25602,30.0,4.6,23.357804,85.325146,23.417804,85.385146,5.0,4,2,2,1,1.0,0,3.0,16,3,11,24
25603,37.0,4.9,21.173493,72.801953,21.193493,72.821953,4.0,4,0,3,3,1.0,0,3.0,22,3,1,9
25604,25.0,4.9,21.173343,72.792731,21.203343,72.822731,2.0,1,0,3,3,0.0,0,3.0,17,3,5,19
25605,31.0,3.9,12.939496,77.625999,13.029496,77.715999,1.0,1,1,2,2,1.0,0,3.0,31,4,6,21
25606,27.0,4.2,19.221315,72.862381,19.271315,72.912381,1.0,4,0,3,3,0.0,0,3.0,23,4,5,23
