Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),month,day,Final_Hour
23448,28.0,4.7,19.178321,72.834715,19.238321,72.894715,2.0,3,0,1,3,0.0,0,3.0,17,4,3,18
44223,35.0,4.8,12.981615,80.231598,13.111615,80.361598,1.0,4,0,1,3,1.0,0,3.0,28,3,29,22
33628,29.0,4.7,23.371292,85.327872,23.391292,85.347872,6.0,4,1,1,3,0.0,0,3.0,16,3,24,9
39175,21.0,4.6,21.160437,72.774209,21.230437,72.844209,4.0,4,0,1,3,1.0,0,3.0,24,3,6,23
29960,36.0,4.8,27.161661,78.011544,27.181661,78.031544,4.0,4,2,3,2,1.0,0,,17,2,11,10
28270,35.0,4.3,26.913483,75.803139,26.973483,75.863139,1.0,4,0,3,3,1.0,0,3.0,24,4,1,23
29929,24.0,4.2,12.3085,76.665808,12.4385,76.795808,1.0,3,0,4,3,1.0,0,3.0,37,3,23,18
30882,29.0,4.5,12.352058,76.60665,12.422058,76.67665,1.0,4,2,3,1,0.0,0,,18,3,2,23
33512,36.0,4.1,23.232537,77.429845,23.252537,77.449845,2.0,4,0,3,3,1.0,0,3.0,21,2,13,18
35905,30.0,3.8,0.0,0.0,0.13,0.13,,1,1,1,2,1.0,0,,39,4,2,19
43384,23.0,4.8,18.592718,73.773572,18.602718,73.783572,4.0,4,0,1,3,1.0,0,,16,4,5,8
33669,31.0,4.5,22.745536,75.893106,22.815536,75.963106,6.0,3,2,2,2,1.0,0,3.0,19,3,27,18
20710,30.0,4.7,22.761226,75.887522,22.781226,75.907522,4.0,4,2,3,3,0.0,0,3.0,18,3,24,10
38807,23.0,4.7,11.022477,76.995667,11.132477,77.105667,1.0,3,1,3,3,1.0,0,3.0,21,3,20,17
28199,30.0,4.1,17.431477,78.40035,17.461477,78.43035,,3,0,3,3,1.0,0,,36,3,1,9
7763,20.0,4.7,19.091458,72.827808,19.111458,72.847808,6.0,4,2,3,2,0.0,0,3.0,19,3,15,10
22118,37.0,4.1,13.049645,80.242268,13.129645,80.322268,5.0,4,0,3,3,0.0,0,3.0,43,3,6,22
30974,30.0,4.8,12.325461,76.632278,12.345461,76.652278,6.0,4,2,4,1,1.0,0,3.0,10,3,28,21
11705,25.0,4.6,18.520016,73.830547,18.610016,73.920547,5.0,4,0,1,3,1.0,0,3.0,24,3,10,23
34644,39.0,4.6,26.902328,75.794257,26.922328,75.814257,,4,2,1,2,1.0,0,3.0,29,3,26,8
40915,34.0,4.9,21.186884,72.793616,21.246884,72.853616,4.0,4,2,1,2,1.0,0,3.0,19,3,15,22
18787,22.0,4.1,22.745049,75.892471,22.875049,76.022471,5.0,1,1,2,3,1.0,0,3.0,40,3,16,21
22748,22.0,4.0,11.024839,77.007003,11.074839,77.057003,,4,0,4,3,0.0,0,3.0,24,4,3,23
19494,33.0,5.0,25.459775,81.834841,25.529775,81.904841,1.0,3,2,2,2,1.0,0,3.0,21,2,14,18
4872,27.0,4.6,21.186438,72.794115,21.276438,72.884115,6.0,3,2,3,2,1.0,0,3.0,17,3,8,18
40756,28.0,4.9,26.766536,75.837333,26.786536,75.857333,5.0,2,0,2,3,1.0,0,3.0,27,3,7,11
35804,21.0,4.1,11.022169,76.999594,11.092169,77.069594,4.0,3,1,2,2,1.0,0,3.0,36,3,4,18
1036,38.0,4.9,12.979096,77.640625,12.989096,77.650625,6.0,4,0,4,3,1.0,0,,26,3,26,9
12834,38.0,5.0,22.538999,88.322337,22.548999,88.332337,2.0,4,1,4,3,1.0,0,,25,2,13,9
25746,27.0,4.7,23.359407,85.325055,23.429407,85.395055,,1,2,3,3,0.0,0,3.0,18,3,2,19
12925,33.0,4.7,12.913041,77.683237,12.923041,77.693237,,4,2,2,2,1.0,0,3.0,27,3,1,15
19427,33.0,5.0,23.371292,85.327872,23.451292,85.407872,4.0,4,0,2,3,1.0,0,3.0,44,3,10,23
22974,34.0,4.4,17.429585,78.392621,17.539585,78.502621,2.0,1,1,1,2,1.0,0,3.0,44,3,10,21
23915,25.0,5.0,19.221315,72.862381,19.261315,72.902381,6.0,2,1,4,2,0.0,0,,13,4,5,12
26803,22.0,4.7,0.0,0.0,0.06,0.06,5.0,4,2,4,3,0.0,0,3.0,19,2,17,23
7485,23.0,4.7,11.010375,76.95295,11.120375,77.06295,1.0,4,1,3,3,1.0,0,3.0,15,3,31,22
35903,26.0,4.6,26.846156,75.8023,26.986156,75.9423,5.0,3,1,2,2,1.0,0,,31,3,12,18
6947,25.0,4.0,21.175975,72.795503,21.255975,72.875503,2.0,1,0,4,3,2.0,0,3.0,35,3,14,21
2234,32.0,4.6,19.207222,72.972281,19.247222,73.012281,2.0,2,2,3,2,0.0,0,3.0,29,3,9,13
18487,20.0,4.7,26.956431,75.776649,27.026431,75.846649,2.0,3,1,2,2,0.0,0,3.0,28,3,31,17
22926,30.0,4.7,13.064181,80.236442,13.104181,80.276442,2.0,2,0,1,3,1.0,0,3.0,30,3,19,13
37725,34.0,4.3,12.933284,77.615428,12.943284,77.625428,,4,0,4,3,1.0,0,,32,3,26,9
4164,32.0,4.0,0.0,0.0,0.08,0.08,4.0,3,2,2,3,1.0,0,3.0,37,3,25,18
17808,36.0,4.6,26.914142,75.805704,27.044142,75.935704,5.0,4,2,3,2,1.0,0,3.0,27,3,16,23
10599,22.0,4.7,22.695207,75.866059,22.715207,75.886059,1.0,4,2,1,3,1.0,0,,17,3,17,10
22440,32.0,4.4,0.0,0.0,0.04,0.04,2.0,2,2,1,3,1.0,0,3.0,34,2,17,18
28532,33.0,4.9,12.304569,76.643622,12.324569,76.663622,6.0,4,1,3,3,0.0,0,,14,3,15,10
3942,21.0,4.7,26.911378,75.789034,27.001378,75.879034,4.0,1,0,2,3,1.0,0,,38,3,2,20
81,25.0,4.2,17.433809,78.386744,17.543809,78.496744,1.0,1,0,3,3,1.0,0,3.0,39,3,23,21
4769,21.0,5.0,30.327968,78.046106,30.367968,78.086106,2.0,2,0,3,3,1.0,0,3.0,31,2,13,13
19468,36.0,4.1,23.355164,85.324097,23.405164,85.374097,5.0,1,0,2,3,2.0,0,3.0,34,3,13,20
21729,36.0,4.6,0.0,0.0,0.02,0.02,2.0,4,2,3,2,1.0,0,3.0,24,4,1,10
11492,23.0,4.9,12.913041,77.683237,12.923041,77.693237,1.0,4,2,2,2,0.0,0,3.0,12,3,11,9
17400,22.0,4.7,19.003517,72.82765,19.023517,72.84765,2.0,4,1,4,2,1.0,0,,11,4,1,8
13208,28.0,4.9,22.31279,73.170283,22.36279,73.220283,1.0,1,0,3,3,1.0,0,,28,3,9,21
30979,36.0,3.7,19.103249,72.846749,19.213249,72.956749,4.0,4,1,3,3,1.0,0,3.0,31,3,4,23
316,32.0,4.9,17.433809,78.386744,17.523809,78.476744,2.0,4,1,4,2,1.0,0,3.0,24,3,18,24
22450,36.0,5.0,15.574828,73.766883,15.654828,73.846883,1.0,3,0,1,3,1.0,0,,30,2,12,19
37862,20.0,4.9,9.957144,76.296783,9.967144,76.306783,4.0,2,1,3,3,0.0,0,3.0,21,2,17,22
21364,25.0,4.3,26.913726,75.75282,27.053726,75.89282,6.0,1,0,1,3,1.0,0,3.0,33,3,20,21
40725,39.0,4.3,30.885814,75.786976,30.975814,75.876976,1.0,3,2,1,2,2.0,0,3.0,38,2,12,18
26475,31.0,4.9,17.41233,78.449654,17.42233,78.459654,1.0,4,2,3,3,1.0,0,,24,3,17,9
36617,24.0,5.0,12.323194,76.630583,12.343194,76.650583,5.0,4,0,3,3,0.0,0,3.0,15,3,7,8
6911,38.0,4.8,19.131141,72.813074,19.19114,72.873074,5.0,3,2,3,2,0.0,0,3.0,18,4,1,18
44492,34.0,4.1,27.158822,78.045359,27.268822,78.155359,5.0,4,0,2,3,1.0,0,3.0,38,2,16,23
26173,33.0,4.8,12.334022,76.618203,12.404022,76.688203,5.0,3,1,2,2,1.0,0,3.0,41,4,2,19
24152,36.0,4.7,22.538731,88.364878,22.648731,88.474878,,3,2,1,1,1.0,0,3.0,30,2,18,17
16830,35.0,4.5,12.970221,77.645396,12.990221,77.665396,,4,1,2,3,1.0,0,,29,3,15,8
37759,31.0,4.7,22.74806,75.8934,22.76806,75.9134,,4,1,4,2,1.0,0,3.0,25,3,19,8
14612,28.0,4.7,18.994049,72.825203,19.064049,72.895203,5.0,4,1,3,2,1.0,0,3.0,28,3,16,24
15589,25.0,4.0,26.910262,75.783013,26.920262,75.793013,2.0,4,0,1,3,1.0,0,,19,4,5,10
42237,29.0,4.7,22.745536,75.893106,22.825536,75.973106,,1,1,1,2,0.0,0,3.0,23,3,29,20
6449,34.0,4.6,23.354422,85.3329,23.464422,85.4429,6.0,4,2,2,2,0.0,0,3.0,19,4,2,23
6525,23.0,4.7,27.160934,78.044095,27.250934,78.134095,4.0,1,1,3,3,1.0,0,3.0,43,2,16,19
35505,39.0,5.0,23.374989,85.335486,23.504989,85.465486,,4,2,2,2,0.0,0,3.0,16,3,31,22
35693,32.0,4.4,27.195928,77.998092,27.255928,78.058092,1.0,3,0,3,3,0.0,0,3.0,32,2,13,18
21504,31.0,4.8,12.323978,76.627961,12.413978,76.717961,1.0,1,2,2,3,1.0,0,3.0,26,3,16,20
30201,21.0,4.6,11.026117,76.944652,11.056117,76.974652,,1,2,1,3,0.0,0,3.0,27,3,28,21
31752,36.0,4.7,21.186608,72.794136,21.316608,72.924136,6.0,4,2,1,2,1.0,0,3.0,20,3,12,23
42014,37.0,4.9,22.745536,75.893106,22.815536,75.963106,1.0,3,1,2,3,0.0,0,3.0,28,3,23,23
31909,38.0,4.6,21.149834,72.778666,21.169834,72.798666,4.0,4,0,1,3,1.0,0,3.0,25,3,7,9
7176,36.0,4.6,21.186438,72.794115,21.236438,72.844115,,1,2,1,3,0.0,0,,33,4,3,20
5638,33.0,4.5,18.533811,73.899315,18.663811,74.029315,5.0,1,0,2,3,1.0,0,3.0,53,3,31,19
17276,39.0,4.8,17.410371,78.437225,17.460371,78.487225,2.0,1,1,4,2,1.0,0,,28,4,5,22
38747,30.0,3.5,13.044694,80.26147,13.114694,80.33147,2.0,1,1,1,2,1.0,0,3.0,34,3,29,20
40787,35.0,4.7,26.766536,75.837333,26.846536,75.917333,4.0,3,0,1,3,2.0,0,3.0,42,3,18,17
5013,22.0,4.7,11.003008,76.97544,11.033008,77.00544,,4,1,4,2,1.0,0,,14,3,26,22
35548,30.0,4.7,23.371292,85.327872,23.411292,85.367872,5.0,3,0,2,3,1.0,0,3.0,26,3,26,16
13098,35.0,5.0,0.0,0.0,0.05,0.05,4.0,1,2,2,1,1.0,0,3.0,30,2,11,19
30820,22.0,4.7,26.483672,80.320708,26.553672,80.390708,2.0,1,2,4,1,0.0,0,3.0,18,2,16,20
20321,39.0,4.2,10.020683,76.310631,10.060683,76.350631,2.0,2,0,4,3,0.0,0,3.0,45,2,11,13
31776,21.0,4.9,12.970324,77.645748,13.030324,77.705748,2.0,3,1,1,2,1.0,0,3.0,20,3,24,8
28266,34.0,4.8,17.431477,78.40035,17.481477,78.45035,4.0,4,2,4,2,0.0,0,3.0,19,3,13,22
13791,26.0,4.8,17.410371,78.437225,17.480371,78.507225,6.0,3,2,2,3,0.0,0,,10,3,29,17
15816,26.0,4.7,13.02978,80.208812,13.09978,80.278812,2.0,4,2,1,2,1.0,0,3.0,14,3,25,22
109,20.0,4.9,23.416792,85.316842,23.506792,85.406842,2.0,4,0,3,3,1.0,0,3.0,17,3,20,22
2463,37.0,5.0,22.552996,88.35231,22.592996,88.39231,1.0,2,1,4,3,1.0,0,3.0,32,2,13,13
42484,30.0,4.7,13.027018,80.254791,13.047018,80.274791,4.0,4,0,4,3,1.0,0,3.0,24,3,13,9
3568,23.0,4.9,18.994049,72.825203,19.004049,72.835203,4.0,4,1,2,2,1.0,0,3.0,17,3,13,8
16763,32.0,4.3,26.913987,75.752891,26.983987,75.822891,4.0,1,2,1,2,1.0,0,3.0,42,3,12,22
31460,29.0,4.0,26.891191,75.802083,27.001191,75.912083,5.0,1,2,2,2,1.0,0,3.0,40,4,4,20
8051,34.0,4.7,26.956431,75.776649,26.976431,75.796649,2.0,2,1,3,2,1.0,0,3.0,26,3,3,11
23043,28.0,4.6,12.939496,77.625999,13.009496,77.695999,5.0,1,1,4,3,1.0,0,3.0,44,3,10,21
13901,32.0,4.8,13.058616,80.264151,13.148616,80.354151,2.0,3,0,1,3,2.0,0,3.0,46,4,6,17
38382,29.0,4.8,18.563934,73.915367,18.603935,73.955367,5.0,3,2,2,1,0.0,0,3.0,15,3,26,17
1173,22.0,5.0,22.728163,75.884212,22.858163,76.014212,6.0,1,2,1,3,1.0,0,,15,3,31,21
6815,34.0,4.8,12.978453,77.643685,13.068453,77.733685,6.0,1,1,3,3,1.0,0,3.0,22,4,6,22
2648,36.0,3.8,12.325461,76.632278,12.455461,76.762278,2.0,1,1,3,3,1.0,0,3.0,35,3,23,21
6672,30.0,5.0,13.026279,80.174568,13.036279,80.184568,4.0,4,2,4,2,1.0,0,3.0,19,4,5,10
42785,39.0,4.9,12.934365,77.616155,13.044365,77.726155,1.0,1,2,1,1,1.0,0,,29,3,14,19
38198,30.0,3.5,12.934179,77.615797,13.044179,77.725797,,1,2,1,3,0.0,0,3.0,38,3,31,20
20236,22.0,4.9,23.355164,85.324097,23.395164,85.364097,4.0,2,2,2,2,1.0,0,3.0,22,3,30,17
3123,34.0,5.0,21.157729,72.768726,21.227729,72.838726,1.0,3,0,4,3,1.0,0,3.0,40,3,2,17
1600,28.0,4.5,26.849596,75.800512,26.939596,75.890512,2.0,1,0,4,3,1.0,0,3.0,25,3,16,19
22198,36.0,5.0,18.536718,73.830327,18.576718,73.870328,,2,2,2,3,0.0,0,3.0,29,3,26,13
31953,36.0,4.1,22.753839,75.897429,22.833838,75.977429,2.0,1,1,2,2,1.0,0,,36,3,6,21
18057,20.0,4.8,23.359194,85.325447,23.399194,85.365447,5.0,3,1,2,2,0.0,0,,10,4,3,15
25144,26.0,4.7,11.006686,76.951736,11.066686,77.011736,5.0,1,1,1,3,1.0,0,3.0,29,3,5,15
20081,21.0,4.8,18.636215,73.751081,18.766215,73.881081,2.0,4,1,1,3,1.0,0,,12,3,10,23
10276,34.0,4.9,21.186438,72.794115,21.246438,72.854115,4.0,4,0,2,3,0.0,0,,29,4,5,22
475,25.0,4.7,17.428294,78.404423,17.498294,78.474423,4.0,3,2,2,2,1.0,0,3.0,37,3,31,18
39183,31.0,4.8,0.0,0.0,0.04,0.04,6.0,2,2,4,1,0.0,0,3.0,18,3,15,12
24377,21.0,4.8,18.536562,73.896485,18.666562,74.026485,5.0,1,0,1,3,1.0,0,3.0,43,3,20,20
27867,24.0,4.8,12.975996,80.221898,13.035996,80.281898,4.0,1,2,1,2,1.0,0,3.0,23,3,9,22
27069,36.0,4.3,18.520016,73.830547,18.650016,73.960547,4.0,3,2,3,2,1.0,0,,41,3,16,17
43230,22.0,4.5,17.450851,78.379347,17.470851,78.399347,,2,1,1,3,1.0,0,,18,3,7,21
30965,27.0,4.9,21.175104,72.804342,21.235104,72.864342,2.0,3,0,1,3,1.0,0,,15,3,21,18
37584,23.0,5.0,18.546947,73.900626,18.556947,73.910626,2.0,4,1,1,3,0.0,0,,11,4,5,8
9686,39.0,4.9,22.732225,75.874765,22.772225,75.914765,4.0,3,0,2,3,0.0,0,3.0,25,3,26,15
35339,37.0,5.0,0.0,0.0,0.07,0.07,,1,0,4,3,1.0,0,,44,2,12,22
12527,36.0,4.5,23.359033,85.325347,23.439033,85.405347,1.0,4,0,3,3,1.0,0,3.0,23,3,20,23
28410,20.0,4.6,26.914142,75.805704,26.924142,75.815704,5.0,4,0,2,3,1.0,0,3.0,16,3,26,23
38738,31.0,4.2,12.970221,77.645396,13.020221,77.695396,1.0,3,0,3,3,0.0,0,3.0,36,4,5,18
15930,21.0,4.5,22.761593,75.886362,22.851593,75.976362,6.0,1,1,3,2,1.0,0,3.0,18,3,6,20
33306,21.0,4.7,0.0,0.0,0.05,0.05,6.0,3,2,4,2,1.0,0,3.0,19,2,11,17
30611,38.0,4.8,22.744648,75.894377,22.874648,76.024377,5.0,1,2,4,3,1.0,0,3.0,35,3,20,19
20221,25.0,4.8,19.131141,72.813074,19.26114,72.943074,1.0,1,2,2,2,0.0,0,,17,3,31,20
44135,30.0,3.8,22.722634,75.886959,22.792634,75.956959,1.0,1,2,1,1,2.0,0,3.0,41,3,25,19
1864,32.0,5.0,17.41233,78.449654,17.43233,78.469654,2.0,2,0,2,3,2.0,0,3.0,32,4,1,11
10334,31.0,4.8,11.001753,76.986241,11.091753,77.076241,6.0,1,0,3,3,2.0,0,3.0,39,3,31,20
23029,33.0,4.7,17.431668,78.408321,17.521668,78.498321,2.0,4,1,2,2,0.0,0,,21,3,27,22
33440,24.0,4.8,15.576683,73.75575,15.616683,73.79575,4.0,3,0,2,3,0.0,0,3.0,26,2,17,20
44211,37.0,4.8,12.3085,76.665808,12.4385,76.795808,,4,2,3,2,0.0,0,,18,3,18,23
24873,27.0,4.6,0.0,0.0,0.02,0.02,1.0,4,1,2,3,1.0,0,3.0,18,3,28,9
10474,30.0,4.3,26.846156,75.8023,26.856156,75.8123,2.0,4,0,1,3,1.0,0,3.0,34,4,5,10
19500,23.0,4.8,22.552672,88.352885,22.662672,88.462885,1.0,1,2,2,2,1.0,0,,18,2,18,20
23511,36.0,4.1,11.006686,76.951736,11.116686,77.061736,1.0,3,2,1,1,1.0,0,3.0,33,3,31,19
3817,29.0,4.7,19.103249,72.846749,19.163249,72.906749,2.0,1,0,3,3,1.0,0,3.0,27,3,28,20
522,20.0,5.0,19.131141,72.813074,19.19114,72.873074,6.0,4,1,1,2,0.0,0,3.0,17,3,15,23
27277,28.0,4.5,23.355164,85.324097,23.415164,85.384097,4.0,3,1,4,3,0.0,0,3.0,14,3,17,18
12724,30.0,4.8,22.745049,75.892471,22.815049,75.962471,4.0,4,2,3,1,0.0,0,3.0,29,3,25,11
17234,35.0,4.6,12.304569,76.643622,12.334569,76.673622,5.0,4,2,4,2,0.0,0,3.0,18,3,19,22
8205,20.0,4.6,22.727021,75.884167,22.797021,75.954167,1.0,3,0,1,3,1.0,0,3.0,30,3,18,18
37161,28.0,4.7,26.902328,75.794257,26.982328,75.874257,5.0,3,2,2,2,0.0,0,3.0,25,4,4,19
2203,38.0,4.1,26.913987,75.752891,26.963987,75.802891,2.0,1,0,2,3,1.0,0,3.0,31,4,3,20
25902,26.0,4.6,23.351489,85.324253,23.411489,85.384253,2.0,3,0,4,3,0.0,0,,27,4,5,18
13896,26.0,4.7,11.000762,76.981876,11.090762,77.071876,2.0,4,0,1,3,1.0,0,,15,4,2,1
25885,27.0,5.0,23.354422,85.3329,23.374422,85.3529,4.0,4,0,2,3,0.0,0,,17,3,11,11
34848,22.0,4.8,26.471529,80.313458,26.561529,80.403458,4.0,3,0,2,3,1.0,0,3.0,37,2,16,17
10647,36.0,4.9,18.516216,73.842527,18.606216,73.932527,4.0,4,1,4,3,1.0,0,3.0,29,3,20,1
18632,22.0,4.8,19.221315,72.862381,19.331315,72.972381,2.0,4,2,2,1,0.0,0,,10,4,4,23
25972,39.0,4.8,17.431477,78.40035,17.471477,78.44035,6.0,2,2,4,1,0.0,0,,21,3,30,14
18972,24.0,4.6,18.539299,73.897902,18.599299,73.957902,2.0,3,0,1,3,1.0,0,3.0,13,3,19,18
14141,34.0,5.0,21.185047,72.80859,21.205047,72.82859,6.0,4,0,1,3,1.0,0,3.0,20,3,15,8
17825,39.0,4.9,23.359407,85.325055,23.399407,85.365055,,2,2,2,2,1.0,0,3.0,28,3,7,12
17683,33.0,4.9,23.371292,85.327872,23.391292,85.347872,,4,1,4,3,0.0,0,3.0,23,3,11,10
8400,28.0,4.9,0.0,0.0,0.09,0.09,2.0,3,1,4,3,0.0,0,3.0,26,2,14,17
44003,23.0,4.7,11.022477,76.995667,11.042477,77.015667,5.0,4,2,2,1,1.0,0,3.0,17,3,11,11
11320,30.0,4.7,18.593481,73.785901,18.683481,73.875901,4.0,4,2,3,2,1.0,0,,31,3,23,23
33840,35.0,4.5,22.745536,75.893106,22.875536,76.023106,6.0,1,1,3,3,0.0,0,3.0,18,4,2,21
21596,29.0,2.6,19.1813,72.836191,19.2513,72.906191,6.0,4,1,1,2,1.0,0,3.0,34,3,29,22
33382,30.0,4.7,22.307898,73.167788,22.367898,73.227788,2.0,1,1,4,2,1.0,0,3.0,22,3,19,20
27250,23.0,4.9,19.221315,72.862381,19.271315,72.912381,6.0,1,1,4,2,0.0,0,3.0,17,3,30,22
22418,35.0,4.9,13.005801,80.250744,13.135801,80.380744,6.0,3,1,1,3,0.0,0,3.0,25,4,2,18
42868,38.0,4.9,17.438263,78.397865,17.548263,78.507865,4.0,3,0,3,3,1.0,0,3.0,45,3,16,18
45321,30.0,4.3,21.175975,72.795503,21.245975,72.865503,1.0,3,0,3,3,2.0,0,3.0,37,3,14,18
34431,23.0,4.9,22.307898,73.167788,22.397898,73.257788,6.0,4,0,3,3,0.0,0,,25,3,25,22
41378,34.0,4.5,19.207222,72.972281,19.267222,73.032281,4.0,3,1,3,2,1.0,0,3.0,19,3,24,18
42862,34.0,4.6,26.914142,75.805704,26.954142,75.845704,5.0,2,0,2,3,1.0,0,,33,3,21,12
9793,25.0,4.7,13.066762,80.251865,13.196762,80.381865,2.0,4,0,4,3,1.0,0,3.0,15,3,14,23
10072,21.0,4.1,0.0,0.0,0.08,0.08,5.0,1,2,2,2,1.0,0,3.0,44,2,12,20
16542,20.0,4.3,12.972532,77.608179,13.082532,77.718179,2.0,1,0,1,3,1.0,0,3.0,35,4,2,21
34720,38.0,4.9,0.0,0.0,0.11,0.11,,3,2,1,2,1.0,0,3.0,21,3,25,17
28899,28.0,4.7,12.972793,80.249982,13.032793,80.309982,6.0,4,0,2,3,0.0,0,3.0,13,3,24,22
25187,39.0,4.7,11.008638,76.984311,11.068638,77.044311,,4,2,3,1,1.0,0,,21,4,5,22
30261,37.0,4.9,9.970717,76.285447,10.040717,76.355447,,4,0,4,3,0.0,0,,28,2,18,23
19154,32.0,4.9,17.426228,78.407495,17.446228,78.427495,2.0,4,1,2,2,0.0,0,3.0,24,3,24,8
284,35.0,4.9,26.902328,75.794257,26.932328,75.824257,4.0,3,2,3,1,0.0,0,3.0,18,3,26,18
25809,25.0,4.9,19.120083,72.907385,19.150083,72.937385,4.0,3,1,1,2,0.0,0,3.0,16,4,5,18
20099,34.0,4.9,13.005801,80.250744,13.115801,80.360744,5.0,1,0,2,3,1.0,0,3.0,41,3,20,19
4241,25.0,4.9,23.351058,85.325731,23.411058,85.385731,1.0,4,1,2,3,1.0,0,3.0,18,3,21,22
29652,20.0,4.9,22.311358,73.164798,22.401358,73.254798,1.0,1,1,4,3,1.0,0,3.0,15,3,16,19
17416,26.0,4.7,17.431477,78.40035,17.561477,78.53035,,3,0,1,3,1.0,0,3.0,28,3,10,17
21930,25.0,5.0,22.310329,73.169083,22.340329,73.199083,,3,2,4,2,0.0,0,3.0,25,3,9,17
9694,39.0,4.6,26.463504,80.372929,26.543504,80.452929,1.0,4,0,1,3,1.0,0,,27,2,14,1
1305,29.0,4.6,19.1093,72.825451,19.1793,72.895451,4.0,3,0,3,3,0.0,0,3.0,32,3,25,18
28624,37.0,4.9,13.026286,80.275235,13.056286,80.305235,4.0,1,2,2,3,0.0,0,3.0,39,3,28,21
31722,32.0,5.0,17.45971,78.368855,17.48971,78.398855,,4,1,3,2,1.0,0,3.0,26,3,19,23
17146,28.0,4.7,12.939496,77.625999,12.959496,77.645999,4.0,2,1,3,2,1.0,0,3.0,20,3,26,11
25091,30.0,4.4,19.065838,72.832658,19.115838,72.882658,5.0,1,2,1,2,1.0,0,3.0,37,3,21,19
3912,26.0,5.0,11.000762,76.981876,11.030762,77.011876,2.0,1,2,4,2,1.0,0,,22,3,1,22
43846,23.0,4.6,11.024839,77.007003,11.044839,77.027003,4.0,4,0,3,3,0.0,0,3.0,16,3,1,10
37467,24.0,4.6,21.173343,72.792731,21.243343,72.862731,6.0,3,1,3,2,0.0,0,3.0,16,3,27,18
13021,34.0,4.7,12.337978,76.616792,12.377978,76.656792,5.0,2,1,2,2,1.0,0,3.0,27,3,28,9
42871,22.0,4.7,23.354422,85.3329,23.484422,85.4629,6.0,1,0,3,3,1.0,0,,18,3,23,19
39011,36.0,5.0,12.933284,77.615428,12.943284,77.625428,1.0,4,2,2,2,0.0,0,3.0,29,3,28,8
665,34.0,4.6,23.369746,85.33982,23.429746,85.39982,5.0,1,0,4,3,1.0,0,3.0,29,3,19,20
18669,30.0,4.7,-30.359722,78.067079,30.389722,78.097079,2.0,3,2,3,2,1.0,0,3.0,28,2,11,18
14624,20.0,4.8,12.3085,76.665808,12.3685,76.725808,2.0,4,2,3,2,1.0,0,3.0,18,3,11,23
34279,23.0,4.7,0.0,0.0,0.02,0.02,5.0,4,2,2,2,1.0,0,3.0,17,2,17,8
17797,22.0,4.8,23.359033,85.325347,23.419033,85.385347,2.0,1,1,4,2,0.0,0,3.0,16,3,5,19
16139,37.0,4.9,13.026286,80.275235,13.106286,80.355235,2.0,3,2,3,2,1.0,0,,26,3,20,18
22888,21.0,4.7,26.905287,75.794592,26.915287,75.804592,,2,2,1,1,1.0,0,3.0,12,3,15,11
1124,23.0,4.7,12.304569,76.643622,12.434569,76.773622,2.0,4,1,1,3,1.0,0,,16,3,2,22
22941,20.0,4.7,21.186884,72.793616,21.226884,72.833616,2.0,3,0,3,3,1.0,0,3.0,25,3,7,16
33396,21.0,4.6,19.875908,75.358888,19.895908,75.378888,4.0,2,2,4,3,0.0,0,3.0,33,2,13,12
2891,31.0,4.7,17.41233,78.449654,17.48233,78.519654,4.0,3,0,1,3,1.0,0,3.0,39,3,12,17
3368,22.0,4.8,19.103249,72.846749,19.153249,72.896749,,1,1,2,3,0.0,0,,13,4,1,19
24731,24.0,4.8,21.157729,72.768726,21.197729,72.808726,2.0,3,2,1,1,0.0,0,3.0,23,3,9,16
42180,34.0,4.7,12.284747,76.625861,12.374747,76.715861,,3,0,3,3,1.0,0,3.0,47,4,2,18
22349,33.0,4.6,18.55144,73.804855,18.61144,73.864855,1.0,3,0,1,3,1.0,0,,25,4,5,18
15958,26.0,4.7,18.546947,73.900626,18.586947,73.940626,,3,2,4,2,1.0,0,3.0,20,3,1,16
41670,28.0,5.0,18.636215,73.751081,18.656215,73.771081,4.0,4,1,3,3,0.0,0,,10,3,7,9
29602,28.0,4.6,11.001753,76.986241,11.131753,77.116241,4.0,4,1,1,3,1.0,0,3.0,25,4,2,23
202,25.0,5.0,13.086438,80.220672,13.146439,80.280672,,3,1,1,3,0.0,0,3.0,27,3,19,18
8765,29.0,5.0,0.0,0.0,0.09,0.09,2.0,1,2,2,1,0.0,0,3.0,21,3,10,23
4930,31.0,4.2,12.316967,76.603067,12.386967,76.673067,1.0,1,0,4,3,1.0,0,,53,3,12,19
26226,22.0,4.7,12.906229,77.596791,12.976229,77.666791,1.0,4,0,2,3,0.0,0,3.0,22,3,31,23
12957,20.0,4.6,17.483216,78.552111,17.513216,78.582111,5.0,1,0,4,3,0.0,0,3.0,27,3,15,22
37647,29.0,4.8,22.74806,75.8934,22.76806,75.9134,6.0,4,1,3,3,1.0,0,3.0,16,3,30,8
11946,38.0,4.9,18.543626,73.905101,18.553626,73.915101,2.0,4,2,1,2,0.0,0,3.0,27,3,30,9
6229,22.0,4.9,11.026117,76.944652,11.106117,77.024652,1.0,4,2,3,2,0.0,0,,13,4,2,22
